nombre,username,contenido,comentarios,reacciones,compartido
Guillermo Lasso,@LassoGuillermo,"·En el Ministerio de Cultura y Patrimonio, contamos con María Elena Machuca.

La pandemia ha golpeado al arte y la cultura. Trabajaremos para que los artistas tengan más oportunidades, que sean reconocidos por su mérito creativo, y que sean plenamente recompensados por sus obras.",77,1.5K,321
Guillermo Lasso,@LassoGuillermo,"·.@dariovherrera liderará el Ministerio de Desarrollo Urbano y Vivienda. 

Un Ecuador con viviendas dignas es aquel que incluye soluciones habitacionales de calidad con un entorno que fomente una comunidad segura. Lograremos que los ecuatorianos accedan a una vivienda digna.",156,2K,381
Guillermo Lasso,@LassoGuillermo,"·.@mariabrownp será la Ministra de Educación. 

Trabajaremos incansablemente por el acceso a oportunidades educativas en todos los niveles. Los niños y jóvenes del Ecuador tendrán educación de calidad. ",696,4.1K,636
Guillermo Lasso,@LassoGuillermo,"·Alejandro Ribadeneira estará a cargo de la Secretaría de Educación Superior, Ciencia, Tecnología e Innovación. 

Facilitaremos el acceso de los jóvenes a las universidades, para que tengan libertad de estudiar y seguir sus vocaciones.",204,2.3K,524
Guillermo Lasso,@LassoGuillermo,"·Vamos a reemplazar la institución con una nueva secretaría de vanguardia, en línea con los más exitosos modelos de gestión educativa.",73,1.2K,205
Guillermo Lasso,@LassoGuillermo,·Desde la Presidencia tendremos una Unidad Coordinadora de Vacunación dirigida por un empresario ecuatoriano que asumirá la tarea de apoyar al sistema de salud y al gobierno en el proceso de vacunación.,422,5.3K,814
Guillermo Lasso,@LassoGuillermo,"·Para nuestro gobierno será un honor contar con el liderazgo y preparación de la Dra. @XimenaGarzon11 en el Ministerio de Salud. 

Tenemos el reto más grande y noble: salvar el futuro de un país entero. Estamos seguros que lo vamos a lograr, la salud de las familias es prioridad.",230,2.6K,642
Guillermo Lasso,@LassoGuillermo,"·Desde sus espacios, ellos se han dedicado a crear oportunidades y a luchar cada día por un mejor futuro. El Ecuador nos llama a ser funcionarios ejemplares. Como gobierno, tenemos la oportunidad de demostrar que la buena política puede lograr bienestar y seguridad para todos.",12,644,110
Guillermo Lasso,@LassoGuillermo,"·Hoy a las 11h00, desde la ciudad de Quito, presentaremos a los ministros del Frente Social. Contamos con ciudadanos valiosos y comprometidos con el país. En mis redes sociales podrán unirse a la transmisión en vivo. YT: FB: ",83,1K,228
Guillermo Lasso,@LassoGuillermo,"·Sigo con optimismo y con la voluntad de servir a los ecuatorianos. Estoy trabajando para formar el mejor equipo de gobierno que nos permita lograr un verdadero cambio. El Ecuador del encuentro es prosperidad, oportunidades y bienestar. : @ecuavisa.",258,2.7K,357
Guillermo Lasso,@LassoGuillermo,"·Hay causas importantes que están incluidas en nuestra gestión: los derechos de las mujeres, igualdad de oportunidades para la población LGBTI+, protección del ambiente, políticas públicas sostenibles y varias luchas ciudadanas. Esto lo logramos encontrándonos. : @ecuavisa.",87,1.3K,218
Guillermo Lasso,@LassoGuillermo,"·En Ecuador hay problemas muy graves: hambre, pobreza y falta de empleo, tanto en el campo como en las ciudades. Estamos seguros que desde el primer día nuestro Plan de Gobierno nos permitirá enfrentar estos desafíos para salir adelante.: @ecuavisa.",140,1.5K,264
Guillermo Lasso,@LassoGuillermo,"·Estamos dispuestos a conversar, trabajar y construir juntos un mejor futuro. Seré el Presidente de todos los ecuatorianos. Mantengo mi postura de que el Ecuador del encuentro no da lugar a impunidad, ni a actos de corrupción. : @ecuavisa.",194,2.3K,458
Guillermo Lasso,@LassoGuillermo,"·He iniciado gestiones para adquirir vacunas con otros gobiernos, entre ellos los de Estados Unidos, China, Rusia y países latinoamericanos. Vamos a cumplir nuestra meta de vacunar a 9 millones de ecuatorianos en los primeros 100 días de gobierno. : @ecuavisa.",519,6.2K,1.1K
Guillermo Lasso,@LassoGuillermo,"·China va a donar al Ecuador 200 mil vacunas para apoyar al Plan de Vacunación. La principal urgencia es enfrentar la crisis sanitaria, necesitamos cuidar la vida de las familias. El país se va a reactivar cuando vacunemos a la mayor cantidad de la población. : @ecuavisa.",100,1.7K,254
Guillermo Lasso,@LassoGuillermo,"·En breve estaremos en Contacto Directo, de @ecuavisa, junto a @ESTEFANIESPIN y @LeninArtieda. Primera entrevista en televisión nacional como Presidente Electo.",41,1K,134
Guillermo Lasso,@LassoGuillermo,"·Nuestras más sinceras condolencias a los familiares y seres queridos de José Vásquez por esta dolorosa pérdida, fue un gran líder del Movimiento Acción Democrática Ecuatoriana y defensor de la democracia. Que descanse en paz.",36,876,112
Guillermo Lasso,@LassoGuillermo,·El Ecuador se ha vuelto más atractivo para el mundo. Seguiremos el camino que nos permita atraer inversión y generar empleos. ,341,3.8K,742
Guillermo Lasso,@LassoGuillermo,"·La unidad en la diversidad es el camino para lograr un país con oportunidades, bienestar y seguridad. 

¡Sigamos encontrándonos por el futuro del Ecuador! ",245,2.6K,417
Guillermo Lasso,@LassoGuillermo,"·La reactivación del agro es fundamental. El PLAN EQUIDAD RURAL busca: Acceso a créditos, programas de capacitación y asistencia técnica  Riego parcelario y semillas gratuitas  Salud, educación y vivienda Apoyo integral para aumentar la competitividad",237,2.4K,497
Guillermo Lasso,@LassoGuillermo,"·En Colombia tuvimos una exitosa reunión de trabajo junto al Presidente @IvanDuque. Expreso mi gratitud por la disposición para fortalecer los lazos de hermandad entre ambos países y el compromiso de lograr objetivos en común en materia de seguridad, economía y bienestar.",159,2.9K,505
Marta Lucía Ramírez,@mluciaramirez,"·Sostuvimos productivo encuentro con presidente electo de Ecuador @LassoGuillermo, para fortalecer la democracia, las libertades y el progreso económico de Ecuador, Colombia y toda América Latina, a pesar de la crisis derivada del COVID-19.",74,2.6K,453
Iván Duque,@IvanDuque,"·Agradecemos al Presidente electo de #Ecuador, @LassoGuillermo, su visita y expresamos nuestra hermandad, aprecio y afecto al hermano pueblo ecuatoriano, país que cuenta con Colombia para avanzar en agendas comunes de comercio, inversión, seguridad y que juntos progresemos.",112,1.6K,361
Iván Duque,@IvanDuque,"·Luego de productivo  encuentro con el Presidente electo de Ecuador, @LassoGuillermo, reiteramos nuestro apoyo para el ingreso como miembro pleno de la #AlianzaDelPacífico; además, estrechamos lazos y definimos objetivos comunes para generar oportunidades y reactivación segura.",93,1.3K,344
Guillermo Lasso,@LassoGuillermo,"·En esta primera visita, @MLAlcivar dialogó con la Primera Dama de Colombia María Juliana Ruiz, quien lidera proyectos sociales que benefician a niños y jóvenes colombianos. Estamos tomando como referencia las buenas prácticas del país para aplicarlas en Ecuador.",181,3.5K,522
Guillermo Lasso,@LassoGuillermo,"·Puntos importantes de la reunión con el Presidente @IvanDuque. ◦ Ingreso de Ecuador a la Alianza del Pacífico 
◦ Libre comercio, apertura económica y movilidad 
◦ Cooperación en materia de seguridad para luchar contra el narcotráfico y el crimen transnacional",327,5.6K,1.3K
Guillermo Lasso,@LassoGuillermo,"·◦ La integración de América Latina
◦ Protección ambiental (cuidado de biodiversidad y ecosistemas, lucha contra la pesca ilegal)
◦ La necesidad de un trabajo coordinado para el abastecimiento y la distribución de vacunas contra el COVID-19 en la región ",69,1.8K,301
Guillermo Lasso,@LassoGuillermo,·Encuentro con el Presidente @IvanDuque en la Casa de Nariño. FB: YT:Reunión con el Presidente de Colombia Iván DuqueÚnete a la Reunión con el Presidente de Colombia Iván Duque hoy a las 14:00 youtube.com,26,669,108
Iván Duque,@IvanDuque,"·#AEstaHora recibimos en la Casa de Nariño al Presidente Electo de #Ecuador, @LassoGuillermo, con quien nos reuniremos para trazar la hoja de ruta de nuestras relaciones bilaterales; nos une la hermandad y objetivos comunes en comercio, seguridad, migración y multilateralismo.",418,5.1K,1.1K
Alfredo Borrero,@ABorreroVega,·Hoy empezó el proceso de transición y desde ya nos encontramos trabajando para el futuro del Ecuador. Este es el inicio del cambio.,249,3.2K,374
Guillermo Lasso,@LassoGuillermo,"·Este es el inicio del camino hacia un verdadero cambio. El Ecuador del encuentro lo construimos todos juntos, trabajando de la mano con los ciudadanos, quienes realmente tienen el poder de lograr un mejor país. 

GRACIAS, en mí tendrán a un Presidente que siempre los apoye.",361,6.1K,936
Guillermo Lasso,@LassoGuillermo,·Hoy es un día importante para nuestra democracia. Siempre he sido firme en que la transparencia es fundamental para fortalecer la relación con los ciudadanos. Los mantendré informados del proceso de transición y acontecimientos desde mis redes sociales.,232,3.3K,514
Guillermo Lasso,@LassoGuillermo,·Desde Quito avanza el proceso de transición de Gobierno. Hay una comisión dedicada a la transferencia de información y datos. Agradezco la apertura y disposición en este primer encuentro. La principal urgencia es el Plan de Vacunación. Palacio de Carondelet.,269,5.4K,659
Guillermo Lasso,@LassoGuillermo,·Inicia el proceso de transición. ,1.2K,20.9K,2.5K
Guillermo Lasso,@LassoGuillermo,"·Vamos a impulsar un liderazgo ambiental responsable, que proteja a la naturaleza y a las comunidades en Ecuador. Nuestra gestión promoverá políticas públicas sostenibles y una economía verde.   

Es el camino para ser mejores socios del mundo. ",221,3.3K,554
Guillermo Lasso,@LassoGuillermo,"·Con el 100% de las actas escrutadas, nuevamente quiero agradecer a los ecuatorianos por todo su apoyo. Tenemos mucho trabajo por hacer, el camino hacia un mejor país lo recorreremos juntos. 

¡Lo logramos! GRACIAS. Quote Tweetcnegobec@cnegobecApr 17IMPORTANTE  Con el 100% de actas escrutadas de la dignidad de presidente y vicepresidente de la República del Ecuador, estos son los #ResultadosOficialesCNE .",848,10.4K,1.9K
Guillermo Lasso,@LassoGuillermo,"·Ecuador es

LIBERTAD 
SOLIDARIDAD
DIVERSIDAD
EMPRENDIMIENTO 
ESPERANZA 

¡Siempre saldremos adelante! ",247,5.4K,794
Guillermo Lasso,@LassoGuillermo,"·Conversé con el Presidente @jairbolsonaro para reafirmar nuestro compromiso con fortalecer la relación entre Brasil y Ecuador. Le agradezco por aceptar la invitación a la posesión el 24 de Mayo. La cooperación es fundamental para el desarrollo de América Latina.Quote TweetJair M. Bolsonaro@jairbolsonaroApr 16Conversei hoje com @LassoGuillermo, presidente eleito do Equador. Reafirmei minha admiração pelo povo equatoriano e meu compromisso com o avanço das relações entre nossos países. Também saudei sua vitória, que reforçará nossa luta em defesa da democracia e da liberdade na região.Show this thread",591,11.6K,2.3K
Guillermo Lasso,@LassoGuillermo,"·Hoy y siempre reitero mi apoyo a los emprendedores. En nuestro gobierno, impulsaremos el emprendimiento con Fondo Semilla, capacitaciones y libertad. Celebro ese espíritu que ha llevado a ecuatorianos a iniciar sus propios negocios y crear empleo.#DíaMundialDelEmprendimiento",294,5.9K,843
Guillermo Lasso,@LassoGuillermo,·Una de nuestras prioridades en los primeros 100 días de Gobierno es vacunar a los ecuatorianos de forma transparente y eficiente. La salud es el camino para la reactivación del país. ,275,2.8K,505
Guillermo Lasso,@LassoGuillermo,"·Gracias a la Unión Europea por su apertura y mensaje de unión. Fortaleceremos las relaciones y trabajaremos en conjunto por la libertad, el desarrollo y la igualdad de oportunidades.Quote TweetUE en Ecuador@UEenEcuadorApr 14@JosepBorrellF, Alto Representante de la #EU  para Asuntos Exteriores, felicita a @LassoGuillermo por su triunfo en las elecciones de Ecuador En la @UEenEcuador estamos comprometidos con el país para tener una recuperación sostenible post COVID @EUAmbEcuador twitter.com/JosepBorrellF/…",121,4.4K,625
Guillermo Lasso,@LassoGuillermo,"·La familia y los seres queridos son nuestros principales pilares de apoyo en la vida. Agradezco que hoy la mía me haya acompañado en esta entrevista en @CNNEE junto a @soyfdelrincon.

Espero que la hayan disfrutado, les mando un fuerte abrazo. ",255,8.5K,1K
Guillermo Lasso,@LassoGuillermo,·Nuestro proyecto de reforma tributaria tiene como objetivo eliminar impuestos para reactivar los sectores productivos del Ecuador. Quiero ser claro: es fundamental rechazar la evasión fiscal. : @CNNEE.,228,5.5K,843
Guillermo Lasso,@LassoGuillermo,"·Vamos a lograr un crecimiento económico importante que genere empleo, impulse emprendimientos de mujeres y jóvenes, y apoye al progreso del campo y las ciudades. Todos debemos contribuir para sacar adelante al Ecuador.: @CNNEE.",661,13.7K,1.6K
CNN en Español,@CNNEE,"·  @LassoGuillermo:  ""En el Ecuador no habrá impunidad. No habrá política de persecución. No llego con una lista de personas a las que quiero ver en la cárcel, pero el Poder Judicial tiene el deber de actuar""    @soyfdelrincon #ConcluLASSO",65,2.6K,593
Ana María Cañizares,@anniecanizares,"· AHORA: 

El presidente electo, Guillermo Lasso, en @CNNEE con @soyfdelrincon. 

Lo acompañan su esposa @MLAlcivar y sus hijos.",52,2.2K,291
Guillermo Lasso,@LassoGuillermo,"·Hoy a las 21h00 los invito a acompañarme en una entrevista en @CNNEE junto a @soyfdelrincon.

Les comparto los links para que puedan unirse desde mis redes sociales. FB: YT: ",100,1.8K,361
Guillermo Lasso,@LassoGuillermo,"·Thank you President Joe Biden for your message. This victory is shared by all Ecuadorians and democracy. I emphasize my commitment to strengthen relations between Ecuador and the United States, as cooperation is fundamental for the development and progress of all citizens.Quote TweetThe White House@WhiteHouseUnited States government organizationApr 13President Biden congratulates Guillermo Lasso on his election as the next President of Ecuador, as well as the people of Ecuador for demonstrating the power of peaceful and inclusive political participation and upholding the ideals of democracy.",160,7.9K,1.2K
Guillermo Lasso,@LassoGuillermo,"·Gracias Presidente Joe Biden por su mensaje. Este triunfo es de todos los ecuatorianos y de la democracia. Reitero mi compromiso de fortalecer las relaciones entre Ecuador y Estados Unidos, la cooperación es fundamental para el desarrollo y progreso de los ciudadanos.",47,2.7K,288
Guillermo Lasso,@LassoGuillermo,"·We thank you @SecBlinken for your best wishes. Ecuador and The United States need to work together in areas of health, development and economic recovery. We hope that the pursuit of prosperity continues to strengthen the relationship between both countries.Quote TweetSecretary Antony Blinken@SecBlinkenUnited States government officialApr 13Congratulations to Ecuadorian President-Elect @LassoGuillermo and Vice President-Elect @ABorreroVega. We look forward to strengthening our close ties and working together to confront the pandemic and reinvigorate economic prosperity.",26,2.1K,325
Guillermo Lasso,@LassoGuillermo,"·Le agradezco sus buenos deseos @SecBlinken. Ecuador y Estados Unidos necesitan trabajar en conjunto en materia de salud, desarrollo y reactivación económica. Que la búsqueda de la prosperidad siga fortaleciendo las relaciones entre ambos países.",26,1K,129
Guillermo Lasso,@LassoGuillermo,·El Ecuador del encuentro continuará en los 4 años de gobierno. Extenderé mi mano a todos los líderes políticos y a la sociedad ecuatoriana para lograr una verdadera unidad. La diversidad es necesaria para llevar a cabo un excelente proceso de gobernabilidad. : @NTN24Zoom.,241,4.1K,501
Guillermo Lasso,@LassoGuillermo,"·Tenemos que poner en orden la economía y crear oportunidades para los ecuatorianos y los extranjeros que viven en el país. Hay que ser gratos con el mundo y coherentes, debemos solidarizarnos con las familias que han venido a Ecuador en busca de una vida mejor.: @NTN24Zoom.",85,1.7K,210
Guillermo Lasso,@LassoGuillermo,"·En Ecuador hay hambre, pobreza, falta de empleo, desnutrición crónica infantil y varias crisis por enfrentar. Nuestro Plan de Gobierno apunta a solucionar estos problemas y superar los desafíos de nuestro país con entereza y decisión. : @NTN24Zoom.",92,1.6K,206
Guillermo Lasso,@LassoGuillermo,"·Es una muy buena noticia para Ecuador que haya bajado el riesgo país. Ahora tenemos que trabajar para que el riesgo país baje aún más.

Vamos a atraer inversión y crear empleo en todos los sectores de la economía ecuatoriana. #JuntosLoLogramos",479,7.9K,1.5K
Guillermo Lasso,@LassoGuillermo,"·Decidí venir en este primer día a la ciudad de Quito, donde nació mi padre, para agradecer a los quiteños, a la provincia de Pichincha, a la Sierra, y a los pueblos y nacionalidades que nos dieron su apoyo en este triunfo que es de todos los ecuatorianos.",389,9.2K,1K
Guillermo Lasso,@LassoGuillermo,"·Desde Quito extiendo mi mano y les aseguro que las puertas están abiertas para todos los ecuatorianos, sin excepción. Tenemos una gran responsabilidad: lograr la prosperidad de las familias. Es un honor tener la oportunidad de servirles.: Rueda de Prensa en Quito.",119,3.4K,381
Guillermo Lasso,@LassoGuillermo,"·Mi eterna gratitud con las provincias de la Sierra, sus habitantes, los pueblos y nacionalidades, las comunidades en las zonas rurales y todas las familias de la región que se unieron a este encuentro por el Ecuador. Gracias por su apoyo y confianza.",443,10K,1.2K
Guillermo Lasso,@LassoGuillermo,"·Gracias a la Costa por su respaldo. Tenemos una gran tarea pendiente: la prosperidad colectiva de todas las provincias. No dejaremos a nadie atrás en el Ecuador del encuentro. Asimismo, agradezco a la región Insular y les reitero mi compromiso de lograr un mejor país para todos.",77,3.4K,395
Guillermo Lasso,@LassoGuillermo,"·Finalmente, quiero dar un mensaje a los ecuatorianos: debemos estar unidos y respetar nuestras diferencias para sacar adelante al Ecuador. Este es un trabajo de todos, que empieza desde hoy. Muchas gracias por todos sus mensajes. 

¡JUNTOS LO LOGRAMOS! ",221,5.4K,756
Guillermo Lasso,@LassoGuillermo,·Los invito a ser parte de esta rueda de prensa en Quito desde mis redes sociales. ¡Nos vemos a las 16h00! Sigamos encontrándonos por Ecuador. FB: YT: #JuntosLoLogramos,88,2.3K,392
Guillermo Lasso,@LassoGuillermo,·Gracias por su mensaje Presidente @DrGiammattei. Seguiremos fortaleciendo las relaciones de amistad entre Guatemala y Ecuador con entusiasmo y determinación. Quote TweetAlejandro Giammattei@DrGiammatteiApr 11Conversé con @LassoGuillermo a quien felicité por el triunfo obtenido hoy en las en las elecciones presidenciales en #Ecuador. Le deseo el mayor de los éxitos para el beneficio de su Pueblo y el fortalecimiento de las relaciones de amistad que nos han unido por 130 años. ,63,1.8K,180
Guillermo Lasso,@LassoGuillermo,"·Gracias por los buenos deseos @rabascallcarlos. Este triunfo es por todas las familias ecuatorianas y su bienestar. En el Ecuador del encuentro ganamos todos.Quote TweetCarlos Rabascall@rabascallcarlosApr 12Felicitaciones a @LassoGuillermo, en sus manos está el futuro del país y de su gente, gobierne con sabiduría y en beneficio de las grandes mayorías que merecen un gobierno solidario. Le deseo éxito, pues su éxito será el del país entero.",109,2.4K,230
Guillermo Lasso,@LassoGuillermo,"·Gracias @xhervas. Empieza una nueva etapa para Ecuador, en la que todas y todos podamos vivir mejor. Ganaron la democracia, la libertad y las familias ecuatorianas.Quote TweetXavier Hervas@xhervasApr 11Hoy, 11 de Abril empieza un cambio. Todos ganamos cuando Ecuador gana. Ganamos en democracia y en libertades. Dejemos atrás la división y reactivemos al país.

Felicitaciones @LassoGuillermo y mi deseo de que usted pueda encaminar esta tierra bendecida, nuestro Ecuador.",106,5.4K,590
Guillermo Lasso,@LassoGuillermo,"·Gracias, Presidente @MaritoAbdo. Sigamos fortaleciendo las relaciones de nuestros países con determinación y liderazgo. Un saludo.Quote TweetMarito Abdo@MaritoAbdoApr 11Nuestras felicitaciones al presidente electo del Ecuador @LassoGuillermo y al pueblo ecuatoriano por esta jornada democrática.",51,1.7K,172
Guillermo Lasso,@LassoGuillermo,"·Muchas gracias Presidente @sanchezcastejon por sus palabras. Ecuador y España continuarán siendo grandes aliados para superar los desafíos y las crisis que enfrentamos. Un saludo.Quote TweetPedro Sánchez@sanchezcastejonRepresentante gubernamental de EspañaApr 12Enhorabuena, @LassoGuillermo, por este triunfo en las elecciones de Ecuador. Y felicidades también al pueblo ecuatoriano.

El Gobierno de España confía en seguir fortaleciendo las relaciones con la región, por el impulso del desarrollo sostenible y la recuperación post COVID-19.",49,2.2K,222
Guillermo Lasso,@LassoGuillermo,"·Muchas gracias Presidente @IvanDuque por su compromiso con fortalecer la relación entre Colombia y Ecuador. Gracias por su invitación al país, desde ya empieza el trabajo por una América Latina más próspera y democrática.Quote TweetIván Duque@IvanDuqueApr 11Felicitamos a @LassoGuillermo por su elección como Presidente de #Ecuador. Hace unos minutos dialogamos y hablamos de trabajar juntos por la región; Continuaremos fortaleciendo nuestras relaciones comerciales, de seguridad e integración andina para beneficio de nuestros países.",165,7.7K,1.3K
Guillermo Lasso,@LassoGuillermo,"·Acabo de recibir la llamada de @ecuarauz para felicitarme por el triunfo de todos los ecuatorianos. Gracias por ratificar tu compromiso con el fortalecimiento de la democracia en nuestro país. 

Con El Ecuador del Encuentro ganamos todos. ",2.3K,50.5K,7.9K
Guillermo Lasso,@LassoGuillermo,"·Es un día histórico. Hoy comenzamos a trabajar más duro que nunca y a construir el país que todos queremos y merecemos: el Ecuador del encuentro, con empleo, salud, educación, inclusión, equidad y seguridad para todos.

¡EL CAMBIO LLEGÓ! #JuntosLoLogramos#GraciasEcuador",703,17.1K,3.4K
Guillermo Lasso,@LassoGuillermo,"·Juntos lo logramos, hoy ganó el Ecuador.

¡GRACIAS! ",3.2K,45.8K,11.2K
Guillermo Lasso,@LassoGuillermo,"·¡Juntos lo estamos logrando!

GRACIAS ECUADOR por demostrar su apoyo en las urnas. Como corresponde, vamos a esperar los resultados oficiales.

Estamos positivos y con la fe en alto.#JuntosLoEstamosLogrando",1.8K,22K,4.7K
Guillermo Lasso,@LassoGuillermo,"·A pocos minutos de cerrar las urnas, ha sido una gran jornada democrática. Estamos vigilantes para cuidar cada voto.

Gracias a todos los que salieron a votar por sus familias. El Ecuador del encuentro es para los 17 millones de ecuatorianos. #JuntosLoEstamosLogrando",1.1K,21.1K,3.3K
Guillermo Lasso,@LassoGuillermo,"·¡GRACIAS ECUADOR!

Aún queda tiempo para salir a votar, los invito a ser parte de este gran encuentro por el país. Sigamos los protocolos de bioseguridad para cuidarnos y cuidar a los demás.

El cambio está cerca. #EncontrémonosPorEcuador#LassoPresidente2021",456,8.6K,1.4K
Guillermo Lasso,@LassoGuillermo,"·Con el voto, tenemos el instrumento más poderoso para vivir en un país donde todas nuestras voces sean escuchadas. 

ENCONTRÉMONOS POR ECUADOR. #EncontrémonosPorEcuador#LassoPresidente2021",160,4.1K,733
Guillermo Lasso,@LassoGuillermo,"·Todos aspiramos a un Ecuador con oportunidades, libre y democrático, donde cada familia pueda prosperar.

¡HOY LO VAMOS A LOGRAR! #EncontrémonosPorEcuador#LassoPresidente2021",155,4.2K,809
Guillermo Lasso,@LassoGuillermo,"·Por un Ecuador unido, donde se respeten las diferencias y se trabaje por el bienestar de las familias ecuatorianas, hoy más que nunca debemos encontrarnos por un verdadero cambio. 

ENCONTRÉMONOS PARA LOGRARLO. #EncontrémonosPorEcuador#LassoPresidente2021",76,2.3K,485
Guillermo Lasso,@LassoGuillermo,"·Gracias a los maestros ecuatorianos y a los estudiantes que nos apoyan, gracias por poner primero a la LIBERTAD, al bienestar y a un sistema educativo de calidad.

Juntos vamos a lograr un país con educación para todos. #JuntosLoEstamosLogrando",173,2.2K,607
Guillermo Lasso,@LassoGuillermo,"·Gracias a todas las familias en el campo y la ruralidad que trabajan sin descanso y son parte de este gran ENCUENTRO POR EL CAMBIO. Su apoyo es motivo de alegría y total agradecimiento. 

Con nosotros, los mejores días para ustedes están cerca.#JuntosLoEstamosLogrando",114,2.1K,599
Guillermo Lasso,@LassoGuillermo,·Faltan 2 días para el Ecuador del encuentro.#JuntosLoEstamosLogrando ,707,10.4K,1.9K
Guillermo Lasso,@LassoGuillermo,"·El 11 de Abril es posible iniciar una nueva etapa de progreso en la que todos podamos vivir mejor.

En nuestras manos tenemos la herramienta más poderosa que existe para que cumplamos nuestros sueños. ¡Cuento con ustedes! #JuntosLoEstamosLogrando0:2821.6K views",168,3.3K,930
Guillermo Lasso,@LassoGuillermo,"·Un Ecuador unido, un país más fuerte para sobrepasar cualquier adversidad. #JuntosLoEstamosLogrando ",242,5.6K,1.4K
Guillermo Lasso,@LassoGuillermo,"·Mi familia.  

Gracias por siempre acompañarme. #JuntosLoEstamosLogrando",391,9.2K,1.4K
Guillermo Lasso,@LassoGuillermo,·¡JUNTOS SALDREMOS ADELANTE! #JuntosLoEstamosLogrando,205,4.2K,1K
Guillermo Lasso,@LassoGuillermo,"·Con el trabajo y el esfuerzo honrado, se puede progresar. A todos los ecuatorianos: PERSEVEREN, vamos a salir adelante y a construir todos juntos un país de oportunidades.#JuntosLosEstamosLogrando",222,4.7K,1.4K
Guillermo Lasso,@LassoGuillermo,"·Necesitamos encontrarnos UNIDOS, respetando nuestras diferencias para salir adelante de esta crisis.

ESTE ES EL ECUADOR QUE TÚ Y YO SOÑAMOS, EL ECUADOR DEL ENCUENTRO. #JuntosLoEstamosLogrando",199,4.4K,1.4K
Guillermo Lasso,@LassoGuillermo,"·Hace más de una década inicié este camino en El Quinche. Tenía un solo sueño: un proyecto nacional que recoja las necesidades de todos los ecuatorianos. Hoy puedo decir que #JuntosLoEstamosLogrando. 

Fue un honor encontrarme con sus habitantes.  #1: 2010  #2: 2021",144,3.4K,738
Guillermo Lasso,@LassoGuillermo,"·Vamos a caminar hacia el futuro, a un Ecuador con seguridad, bienestar y libertad. 

Necesitamos tu voto para lograrlo. #JuntosLoEstamosLogrando",160,2.5K,674
Guillermo Lasso,@LassoGuillermo,"·Me mueve el deseo de servirlos. Entré a la política para servir y construir unidos un mejor Ecuador. Este 11 de Abril, lo vamos a lograr.#JuntosLoEstamosLogrando",233,3.5K,953
Guillermo Lasso,@LassoGuillermo,"·El Ecuador nos necesita unidos para enfrentar el futuro con optimismo, decisión y voluntad. Este 11 de Abril empezamos el camino hacia un mejor país. 

Tu voto es el instrumento más poderoso para lograr un verdadero cambio. #JuntosLoEstamosLogrando",109,1.9K,525
Guillermo Lasso,@LassoGuillermo,"·Gracias a todos los ecuatorianos por ser parte de este gran encuentro. Estamos a un paso de convertir a nuestro país en una tierra de oportunidades para todos.

¡JUNTOS LO ESTAMOS LOGRANDO! #JuntosLoEstamosLogrando",78,1.2K,295
Guillermo Lasso,@LassoGuillermo,·Es 4 días vamos a lograr juntos el Ecuador del encuentro. #JuntosLoEstamosLogrando,395,5.9K,1.2K
Guillermo Lasso,@LassoGuillermo,"·El voto es la herramienta más poderosa que tenemos para elegir un mejor futuro. En cada rincón del país, las familias esperan con ansias un verdadero cambio. 

Este 11 de Abril, necesitamos de ti para lograrlo.#JuntosLoEstamosLogrando",300,3.1K,951
Guillermo Lasso,@LassoGuillermo,"·¡GRACIAS AZUAY!

El 11 de Abril no es un día cualquiera. Esta elección se trata de ti y de tu familia, del futuro del Ecuador. En nuestras manos tenemos la herramienta más poderosa para construir un mejor país: el voto. 

El mayor honor de mi vida será servirlos a ustedes.",220,4.3K,964
Guillermo Lasso,@LassoGuillermo,"·De todo corazón, te pido que me des la oportunidad de trabajar por el bienestar de tus seres queridos. En 5 días juntos lograremos un cambio en democracia. Gracias por tanto amor y cariño, gracias por su incondicional apoyo. 

¡EL CAMBIO VIENE! #JuntosLoEstamosLogrando",177,2.4K,566
Guillermo Lasso,@LassoGuillermo,"·La lucha por la igualdad y la erradicación de la violencia serán POLÍTICA DE ESTADO. 

Vamos por un Ecuador seguro, justo y más igualitario, donde todas las mujeres puedan caminar libres y sin miedo. #JuntosLoEstamosLogrando",97,1.6K,490
Guillermo Lasso,@LassoGuillermo,"·GRACIAS LOJA, PUDE SENTIR SU APOYO. Les agradezco sus ideas y propuestas de igualdad de oportunidades, llevar agua potable, crear empleo para las comunidades en zonas rurales y dar educación de calidad a los niños y jóvenes. 

Con entusiasmo, #JuntosLoEstamosLogrando. ",120,2.3K,524
Guillermo Lasso,@LassoGuillermo,"·Las mujeres buscan emprender y crear empleos. En nuestro gobierno podrán iniciar sus propios negocios con acceso a microcréditos, capacitaciones y talleres gratuitos. El objetivo: libertad e independencia económica para todas. #JuntosLoEstamosLograndoView",65,777,209
Guillermo Lasso,@LassoGuillermo,"·Hoy muy temprano, tuvimos el agrado de cocinar un tigrillo junto a Beto. ",456,6.4K,890
Guillermo Lasso,@LassoGuillermo,"·Es urgente brindar soluciones a las mujeres ecuatorianas con:  Independencia económica y reducción de la brecha salarial Prevención, sanción y reparación para el acoso y la violencia contra la mujer Conciliación familiar y corresponsabilidad #JuntosLoEstamosLogrando0:179.8K views",109,1.3K,413
